Module,Gene,Probes,Module_gene,Function,Cluter,Cluster_location,position
M13.9,SEC23IP,1690690,M13.9_SEC23IP,Gene transcription,A3,5,A3.5
M13.9,SFRS12,2373266,M13.9_SFRS12,Gene transcription,A3,5,A3.5
M13.9,SFRS2,1696407,M13.9_SFRS2,Gene transcription,A3,5,A3.5
M13.9,SKP2,1665538,M13.9_SKP2,Gene transcription,A3,5,A3.5
M13.9,SLC46A3,1658639,M13.9_SLC46A3,Gene transcription,A3,5,A3.5
M13.9,SMAP1,1768271,M13.9_SMAP1,Gene transcription,A3,5,A3.5
M13.9,SR140,2286334,M13.9_SR140,Gene transcription,A3,5,A3.5
M13.9,TBCE,1725183,M13.9_TBCE,Gene transcription,A3,5,A3.5
M13.9,TFCP2,1738750,M13.9_TFCP2,Gene transcription,A3,5,A3.5
M13.9,TMEM77,1808634,M13.9_TMEM77,Gene transcription,A3,5,A3.5
M13.9,TRAM1,1737146,M13.9_TRAM1,Gene transcription,A3,5,A3.5
M13.9,TXNDC10,2047206,M13.9_TXNDC10,Gene transcription,A3,5,A3.5
M13.9,UBE3C,1704342,M13.9_UBE3C,Gene transcription,A3,5,A3.5
M13.9,UTP14C,1686645,M13.9_UTP14C,Gene transcription,A3,5,A3.5
M13.9,WDR7,2383516,M13.9_WDR7,Gene transcription,A3,5,A3.5
M13.9,WDSUB1,1735275,M13.9_WDSUB1,Gene transcription,A3,5,A3.5
M13.9,ZNF189,1806809,M13.9_ZNF189,Gene transcription,A3,5,A3.5
M13.9,ZNF318,1792305,M13.9_ZNF318,Gene transcription,A3,5,A3.5
M13.9,ZNF451,1706734,M13.9_ZNF451,Gene transcription,A3,5,A3.5
M13.9,ZNF518B,1682449,M13.9_ZNF518B,Gene transcription,A3,5,A3.5
M13.10,ABCF1,1763875,M13.10_ABCF1,Protein synthesis,A2,17,A2.17
M13.10,ABL1,1713732,M13.10_ABL1,Protein synthesis,A2,17,A2.17
M13.10,ADNP,1657993,M13.10_ADNP,Protein synthesis,A2,17,A2.17
M13.10,ADPRHL2,1811480,M13.10_ADPRHL2,Protein synthesis,A2,17,A2.17
M13.10,ALAD,1747577,M13.10_ALAD,Protein synthesis,A2,17,A2.17
M13.10,ALKBH6,1808792,M13.10_ALKBH6,Protein synthesis,A2,17,A2.17
M13.10,AP1B1,1781983,M13.10_AP1B1,Protein synthesis,A2,17,A2.17
M13.10,ASB1,1683096,M13.10_ASB1,Protein synthesis,A2,17,A2.17
M13.10,ATPAF1,1790603,M13.10_ATPAF1,Protein synthesis,A2,17,A2.17
M13.10,ATPBD1B,2205245,M13.10_ATPBD1B,Protein synthesis,A2,17,A2.17
M13.10,AYP1P1,1754400,M13.10_AYP1P1,Protein synthesis,A2,17,A2.17
M13.10,BCL2L12,1752953,M13.10_BCL2L12,Protein synthesis,A2,17,A2.17
M13.10,BLCAP,1675612,M13.10_BLCAP,Protein synthesis,A2,17,A2.17
M13.10,C12ORF62,1804656,M13.10_C12ORF62,Protein synthesis,A2,17,A2.17
M13.10,C16ORF44,1703314,M13.10_C16ORF44,Protein synthesis,A2,17,A2.17
M13.10,C16ORF53,2194828,M13.10_C16ORF53,Protein synthesis,A2,17,A2.17
M13.10,C18ORF37,1730294,M13.10_C18ORF37,Protein synthesis,A2,17,A2.17
M13.10,C1ORF123,2082130,M13.10_C1ORF123,Protein synthesis,A2,17,A2.17
M13.10,C1ORF2,1795026,M13.10_C1ORF2,Protein synthesis,A2,17,A2.17
M13.10,C1ORF50,1801941,M13.10_C1ORF50,Protein synthesis,A2,17,A2.17
M13.10,C1ORF77,1736234,M13.10_C1ORF77,Protein synthesis,A2,17,A2.17
M13.10,C20ORF27,1697363,M13.10_C20ORF27,Protein synthesis,A2,17,A2.17
M13.10,C2ORF42,1661594,M13.10_C2ORF42,Protein synthesis,A2,17,A2.17
M13.10,C6ORF136,1813236,M13.10_C6ORF136,Protein synthesis,A2,17,A2.17
M13.10,CHCHD4,1813938,M13.10_CHCHD4,Protein synthesis,A2,17,A2.17
M13.10,CLPP,1725705,M13.10_CLPP,Protein synthesis,A2,17,A2.17
M13.10,CTNNBL1,2063925,M13.10_CTNNBL1,Protein synthesis,A2,17,A2.17
M13.10,CXORF40A,2064655,M13.10_CXORF40A,Protein synthesis,A2,17,A2.17
M13.10,DPAGT1,1692760,M13.10_DPAGT1,Protein synthesis,A2,17,A2.17
M13.10,DYNC1I2,1773847,M13.10_DYNC1I2,Protein synthesis,A2,17,A2.17
M13.10,EIF5B,1756767,M13.10_EIF5B,Protein synthesis,A2,17,A2.17
M13.10,ETFB,1729374,M13.10_ETFB,Protein synthesis,A2,17,A2.17
M13.10,FAM116B,1659029,M13.10_FAM116B,Protein synthesis,A2,17,A2.17
M13.10,FLJ11286,1750400,M13.10_FLJ11286,Protein synthesis,A2,17,A2.17
M13.10,GMDS,1711227,M13.10_GMDS,Protein synthesis,A2,17,A2.17
M13.10,GTF3C6,1691578,M13.10_GTF3C6,Protein synthesis,A2,17,A2.17
M13.10,HMG1L1,2211800,M13.10_HMG1L1,Protein synthesis,A2,17,A2.17
M13.10,HSCB,2184789,M13.10_HSCB,Protein synthesis,A2,17,A2.17
M13.10,ILVBL,1769451,M13.10_ILVBL,Protein synthesis,A2,17,A2.17
M13.10,KCTD21,1809708,M13.10_KCTD21,Protein synthesis,A2,17,A2.17
M13.10,KIAA0194,1694686,M13.10_KIAA0194,Protein synthesis,A2,17,A2.17
M13.10,KIAA0859,2343624,M13.10_KIAA0859,Protein synthesis,A2,17,A2.17
M13.10,LCMT1,2336186,M13.10_LCMT1,Protein synthesis,A2,17,A2.17
M13.10,LOC389137,1806486,M13.10_LOC389137,Protein synthesis,A2,17,A2.17
M13.10,LOC728564,1771734,M13.10_LOC728564,Protein synthesis,A2,17,A2.17
M13.10,LRRC47,1668484,M13.10_LRRC47,Protein synthesis,A2,17,A2.17
M13.10,MCTS1,1751816,M13.10_MCTS1,Protein synthesis,A2,17,A2.17
M13.10,MED29,1728360,M13.10_MED29,Protein synthesis,A2,17,A2.17
M13.10,MIF4GD,1743806,M13.10_MIF4GD,Protein synthesis,A2,17,A2.17
M13.10,MRPL20,2189424,M13.10_MRPL20,Protein synthesis,A2,17,A2.17
M13.10,MRPL22,1663220,M13.10_MRPL22,Protein synthesis,A2,17,A2.17
M13.10,MRPL27,1811327,M13.10_MRPL27,Protein synthesis,A2,17,A2.17
M13.10,MRPL36,1800197,M13.10_MRPL36,Protein synthesis,A2,17,A2.17
M13.10,MRPS11,2405915,M13.10_MRPS11,Protein synthesis,A2,17,A2.17
M13.10,MRPS16,1775744,M13.10_MRPS16,Protein synthesis,A2,17,A2.17
M13.10,MTA2,1773763,M13.10_MTA2,Protein synthesis,A2,17,A2.17
M13.10,MYL6B,1713450,M13.10_MYL6B,Protein synthesis,A2,17,A2.17
M13.10,NPSR1,1704206,M13.10_NPSR1,Protein synthesis,A2,17,A2.17
M13.10,NUPL2,1789616,M13.10_NUPL2,Protein synthesis,A2,17,A2.17
M13.10,PDHA1,1772369,M13.10_PDHA1,Protein synthesis,A2,17,A2.17
M13.10,PLEKHA9,1706610,M13.10_PLEKHA9,Protein synthesis,A2,17,A2.17
M13.10,PMM1,1780236,M13.10_PMM1,Protein synthesis,A2,17,A2.17
M13.10,PRDM4,1691432,M13.10_PRDM4,Protein synthesis,A2,17,A2.17
M13.10,PSMC3,1809010,M13.10_PSMC3,Protein synthesis,A2,17,A2.17
M13.10,RABEPK,1741957,M13.10_RABEPK,Protein synthesis,A2,17,A2.17
M13.10,RBM4,1712455,M13.10_RBM4,Protein synthesis,A2,17,A2.17
M13.10,RNF113A,1786388,M13.10_RNF113A,Protein synthesis,A2,17,A2.17
M13.10,RUSC1,1743747,M13.10_RUSC1,Protein synthesis,A2,17,A2.17
M13.10,SARS,1786972,M13.10_SARS,Protein synthesis,A2,17,A2.17
M13.10,SLC2A6,1778321,M13.10_SLC2A6,Protein synthesis,A2,17,A2.17
M13.10,SNAPC4,1677484,M13.10_SNAPC4,Protein synthesis,A2,17,A2.17
M13.10,SPHK2,1729281,M13.10_SPHK2,Protein synthesis,A2,17,A2.17
M13.10,STK25,1668090,M13.10_STK25,Protein synthesis,A2,17,A2.17
M13.10,STT3A,1746090,M13.10_STT3A,Protein synthesis,A2,17,A2.17
M13.10,STX8,1752895,M13.10_STX8,Protein synthesis,A2,17,A2.17
M13.10,TATDN2,1734138,M13.10_TATDN2,Protein synthesis,A2,17,A2.17
M13.10,THOC4,1750518,M13.10_THOC4,Protein synthesis,A2,17,A2.17
M13.10,TIMM22,1706959,M13.10_TIMM22,Protein synthesis,A2,17,A2.17
M13.10,TMEM189,2162989,M13.10_TMEM189,Protein synthesis,A2,17,A2.17
M13.10,TMEM69,1681972,M13.10_TMEM69,Protein synthesis,A2,17,A2.17
M13.10,TMEM93,2405592,M13.10_TMEM93,Protein synthesis,A2,17,A2.17
M13.10,TOR3A,1768181,M13.10_TOR3A,Protein synthesis,A2,17,A2.17
M13.10,TP53I13,1666178,M13.10_TP53I13,Protein synthesis,A2,17,A2.17
M13.10,TRAF3IP2,1701514,M13.10_TRAF3IP2,Protein synthesis,A2,17,A2.17
M13.10,TRMT1,1812940,M13.10_TRMT1,Protein synthesis,A2,17,A2.17
M13.10,TSSC4,1802753,M13.10_TSSC4,Protein synthesis,A2,17,A2.17
M13.10,U2AF1L2,1773868,M13.10_U2AF1L2,Protein synthesis,A2,17,A2.17
M13.10,VARS2,1737585,M13.10_VARS2,Protein synthesis,A2,17,A2.17
M13.10,ZFAND2A,1694671,M13.10_ZFAND2A,Protein synthesis,A2,17,A2.17
M13.10,ZNF362,1686968,M13.10_ZNF362,Protein synthesis,A2,17,A2.17
M13.10,ZNF511,1800390,M13.10_ZNF511,Protein synthesis,A2,17,A2.17
M13.11,ACTG1,2053178,M13.11_ACTG1,TBD,A26,5,A26.5
M13.11,ADIPOR2,2224833,M13.11_ADIPOR2,TBD,A26,5,A26.5
M13.11,ALDH9A1,1761804,M13.11_ALDH9A1,TBD,A26,5,A26.5
M13.11,ARD1A,1721977,M13.11_ARD1A,TBD,A26,5,A26.5
M13.11,ARF4,1719518,M13.11_ARF4,TBD,A26,5,A26.5
M13.11,ATP6AP2,1677440,M13.11_ATP6AP2,TBD,A26,5,A26.5
M13.11,ATP6V1E1,1798485,M13.11_ATP6V1E1,TBD,A26,5,A26.5
M13.11,ATP6V1F,2099783,M13.11_ATP6V1F,TBD,A26,5,A26.5
M13.11,C14ORF147,1699676,M13.11_C14ORF147,TBD,A26,5,A26.5
M13.11,C15ORF24,2150000,M13.11_C15ORF24,TBD,A26,5,A26.5
M13.11,C9ORF156,1700028,M13.11_C9ORF156,TBD,A26,5,A26.5
M13.11,C9ORF6,2191929,M13.11_C9ORF6,TBD,A26,5,A26.5
M13.11,CALM2,1687858,M13.11_CALM2,TBD,A26,5,A26.5
M13.11,CAMLG,1714599,M13.11_CAMLG,TBD,A26,5,A26.5
M13.11,CD2BP2,1796244,M13.11_CD2BP2,TBD,A26,5,A26.5
M13.11,CDC26,2210837,M13.11_CDC26,TBD,A26,5,A26.5
M13.11,CLTB,1674609,M13.11_CLTB,TBD,A26,5,A26.5
M13.11,COMMD5,2300396,M13.11_COMMD5,TBD,A26,5,A26.5
M13.11,COPA,1811615,M13.11_COPA,TBD,A26,5,A26.5
M13.11,DCTN2,1662232,M13.11_DCTN2,TBD,A26,5,A26.5
M13.11,DDA1,1694530,M13.11_DDA1,TBD,A26,5,A26.5
M13.11,DERA,1811551,M13.11_DERA,TBD,A26,5,A26.5
M13.11,DNASE2,1796245,M13.11_DNASE2,TBD,A26,5,A26.5
M13.11,DUSP22,1813275,M13.11_DUSP22,TBD,A26,5,A26.5
M13.11,DUSP23,1659462,M13.11_DUSP23,TBD,A26,5,A26.5
M13.11,ELMO2,2317730,M13.11_ELMO2,TBD,A26,5,A26.5
M13.11,FADD,1758658,M13.11_FADD,TBD,A26,5,A26.5
M13.11,GLTP,1764380,M13.11_GLTP,TBD,A26,5,A26.5
M13.11,GMFB,2093674,M13.11_GMFB,TBD,A26,5,A26.5
M13.11,GOLGA7,1778673,M13.11_GOLGA7,TBD,A26,5,A26.5
M13.11,GSTO1,1808196,M13.11_GSTO1,TBD,A26,5,A26.5
M13.11,GTF2B,1737857,M13.11_GTF2B,TBD,A26,5,A26.5
M13.11,H2AFZ,1707858,M13.11_H2AFZ,TBD,A26,5,A26.5
M13.11,HCP5,1803945,M13.11_HCP5,TBD,A26,5,A26.5
M13.11,HEXB,1806692,M13.11_HEXB,TBD,A26,5,A26.5
M13.11,LOC645317,1815124,M13.11_LOC645317,TBD,A26,5,A26.5
M13.11,LOC729466,1809347,M13.11_LOC729466,TBD,A26,5,A26.5
M13.11,LOC729776,1839750,M13.11_LOC729776,TBD,A26,5,A26.5
M13.11,LSM10,1751803,M13.11_LSM10,TBD,A26,5,A26.5
M13.11,MAPRE1,1777721,M13.11_MAPRE1,TBD,A26,5,A26.5
M13.11,MED28,1749821,M13.11_MED28,TBD,A26,5,A26.5
M13.11,MGC13379,1732577,M13.11_MGC13379,TBD,A26,5,A26.5
M13.11,MRLC2,1654016,M13.11_MRLC2,TBD,A26,5,A26.5
M13.11,MTCH1,1703006,M13.11_MTCH1,TBD,A26,5,A26.5
M13.11,NEDD8,2058070,M13.11_NEDD8,TBD,A26,5,A26.5
M13.11,NIPA2,1720344,M13.11_NIPA2,TBD,A26,5,A26.5
M13.11,NPC2,1716678,M13.11_NPC2,TBD,A26,5,A26.5
M13.11,NSF,1680353,M13.11_NSF,TBD,A26,5,A26.5
M13.11,PDCD6,1733931,M13.11_PDCD6,TBD,A26,5,A26.5
M13.11,PEF1,1729748,M13.11_PEF1,TBD,A26,5,A26.5
M13.11,PHF13,1761560,M13.11_PHF13,TBD,A26,5,A26.5
M13.11,PPP2CA,1722858,M13.11_PPP2CA,TBD,A26,5,A26.5
M13.11,PPP2R2D,1778587,M13.11_PPP2R2D,TBD,A26,5,A26.5
M13.11,PPP6C,1664921,M13.11_PPP6C,TBD,A26,5,A26.5
M13.11,PSMC1,1736353,M13.11_PSMC1,TBD,A26,5,A26.5
M13.11,RAB10,1793433,M13.11_RAB10,TBD,A26,5,A26.5
M13.11,RAB9A,1750409,M13.11_RAB9A,TBD,A26,5,A26.5
M13.11,RFXANK,1780987,M13.11_RFXANK,TBD,A26,5,A26.5
M13.11,RNF181,1655340,M13.11_RNF181,TBD,A26,5,A26.5
M13.11,RNF7,1711862,M13.11_RNF7,TBD,A26,5,A26.5
M13.11,RRAGA,1783709,M13.11_RRAGA,TBD,A26,5,A26.5
M13.11,SDHB,1667257,M13.11_SDHB,TBD,A26,5,A26.5
M13.11,SEC11A,1693490,M13.11_SEC11A,TBD,A26,5,A26.5
M13.11,SELT,1746368,M13.11_SELT,TBD,A26,5,A26.5
M13.11,SFRS9,1760683,M13.11_SFRS9,TBD,A26,5,A26.5
M13.11,SKP1A,1711766,M13.11_SKP1A,TBD,A26,5,A26.5
M13.11,SLC35A2,1742731,M13.11_SLC35A2,TBD,A26,5,A26.5
M13.11,SMUG1,1804642,M13.11_SMUG1,TBD,A26,5,A26.5
M13.11,SUCLG1,1779616,M13.11_SUCLG1,TBD,A26,5,A26.5
M13.11,TBCC,1743352,M13.11_TBCC,TBD,A26,5,A26.5
M13.11,THAP1,1757272,M13.11_THAP1,TBD,A26,5,A26.5
M13.11,TM2D3,1761120,M13.11_TM2D3,TBD,A26,5,A26.5
M13.11,TMBIM4,1664750,M13.11_TMBIM4,TBD,A26,5,A26.5
M13.11,TMEM59,1792508,M13.11_TMEM59,TBD,A26,5,A26.5
M13.11,TUBA1B,1800261,M13.11_TUBA1B,TBD,A26,5,A26.5
M13.11,UNC50,1766981,M13.11_UNC50,TBD,A26,5,A26.5
M13.11,VDAC3,1729816,M13.11_VDAC3,TBD,A26,5,A26.5
M13.11,WDR20,1707199,M13.11_WDR20,TBD,A26,5,A26.5
M13.12,ACSL1,1684585,M13.12_ACSL1,Inflammation,A35,7,A35.7
M13.12,ADM,1708934,M13.12_ADM,Inflammation,A35,7,A35.7
M13.12,AIM2,1681301,M13.12_AIM2,Inflammation,A35,7,A35.7
M13.12,ALPL,1701603,M13.12_ALPL,Inflammation,A35,7,A35.7
M13.12,ANXA3,1694548,M13.12_ANXA3,Inflammation,A35,7,A35.7
M13.12,B4GALT5,1685824,M13.12_B4GALT5,Inflammation,A35,7,A35.7
M13.12,C16ORF57,1765880,M13.12_C16ORF57,Inflammation,A35,7,A35.7
M13.12,C19ORF59,1762713,M13.12_C19ORF59,Inflammation,A35,7,A35.7
M13.12,C5ORF32,1761566,M13.12_C5ORF32,Inflammation,A35,7,A35.7
M13.12,CA4,1695157,M13.12_CA4,Inflammation,A35,7,A35.7
M13.12,CEACAM1,2371724,M13.12_CEACAM1,Inflammation,A35,7,A35.7
M13.12,CLEC4D,1808979,M13.12_CLEC4D,Inflammation,A35,7,A35.7
M13.12,CST7,1679826,M13.12_CST7,Inflammation,A35,7,A35.7
M13.12,DSC2,1663119,M13.12_DSC2,Inflammation,A35,7,A35.7
M13.12,DYSF,1810420,M13.12_DYSF,Inflammation,A35,7,A35.7
M13.12,F5,1709233,M13.12_F5,Inflammation,A35,7,A35.7
M13.12,FCGR1A,2176063,M13.12_FCGR1A,Inflammation,A35,7,A35.7
M13.12,FCGR1B,2391051,M13.12_FCGR1B,Inflammation,A35,7,A35.7
M13.12,FOLR3,1730454,M13.12_FOLR3,Inflammation,A35,7,A35.7
M13.12,GYG1,2230862,M13.12_GYG1,Inflammation,A35,7,A35.7
M13.12,HIST2H2AA3,2144426,M13.12_HIST2H2AA3,Inflammation,A35,7,A35.7
M13.12,HIST2H2AC,1768973,M13.12_HIST2H2AC,Inflammation,A35,7,A35.7
M13.12,HK3,1670302,M13.12_HK3,Inflammation,A35,7,A35.7
M13.12,HPSE,2092850,M13.12_HPSE,Inflammation,A35,7,A35.7
M13.12,HS.150808,1889841,M13.12_HS.150808,Inflammation,A35,7,A35.7
M13.12,HS.407903,1913678,M13.12_HS.407903,Inflammation,A35,7,A35.7
M13.12,IL18R1,1781700,M13.12_IL18R1,Inflammation,A35,7,A35.7
M13.12,IL18RAP,1721762,M13.12_IL18RAP,Inflammation,A35,7,A35.7
M13.12,IL1RN,1774874,M13.12_IL1RN,Inflammation,A35,7,A35.7
M13.12,IRAK3,1661695,M13.12_IRAK3,Inflammation,A35,7,A35.7
M13.12,KCNJ15,1675756,M13.12_KCNJ15,Inflammation,A35,7,A35.7
M13.12,KLHL2,1701837,M13.12_KLHL2,Inflammation,A35,7,A35.7
M13.12,LILRA5,2357419,M13.12_LILRA5,Inflammation,A35,7,A35.7
M13.12,LIMK2,1660624,M13.12_LIMK2,Inflammation,A35,7,A35.7
M13.12,LIN7A,1806293,M13.12_LIN7A,Inflammation,A35,7,A35.7
M13.12,LMNB1,2126706,M13.12_LMNB1,Inflammation,A35,7,A35.7
M13.12,LOC153561,1767377,M13.12_LOC153561,Inflammation,A35,7,A35.7
M13.12,LOC440731,1683250,M13.12_LOC440731,Inflammation,A35,7,A35.7
M13.12,LOC648984,1801254,M13.12_LOC648984,Inflammation,A35,7,A35.7
M13.12,LOC728519,1679620,M13.12_LOC728519,Inflammation,A35,7,A35.7
M13.12,MMP9,1796316,M13.12_MMP9,Inflammation,A35,7,A35.7
M13.12,NLRC4,1796976,M13.12_NLRC4,Inflammation,A35,7,A35.7
M13.12,PFKFB3,2186061,M13.12_PFKFB3,Inflammation,A35,7,A35.7
M13.12,PGS1,2075051,M13.12_PGS1,Inflammation,A35,7,A35.7
M13.12,PROK2,1775257,M13.12_PROK2,Inflammation,A35,7,A35.7
M13.12,RGL4,1663422,M13.12_RGL4,Inflammation,A35,7,A35.7
M13.12,S100A12,1748915,M13.12_S100A12,Inflammation,A35,7,A35.7
M13.12,SIGLEC5,1740298,M13.12_SIGLEC5,Inflammation,A35,7,A35.7
M13.12,SIPA1L2,1732923,M13.12_SIPA1L2,Inflammation,A35,7,A35.7
M13.12,SLC22A4,1685057,M13.12_SLC22A4,Inflammation,A35,7,A35.7
M13.12,SLC26A8,1755843,M13.12_SLC26A8,Inflammation,A35,7,A35.7
M13.12,TLR5,1722981,M13.12_TLR5,Inflammation,A35,7,A35.7
M13.12,TNFAIP6,1785732,M13.12_TNFAIP6,Inflammation,A35,7,A35.7
M13.12,VNN1,1674574,M13.12_VNN1,Inflammation,A35,7,A35.7
M13.12,ZNF438,1678494,M13.12_ZNF438,Inflammation,A35,7,A35.7
M13.13,ACAT2,1708672,M13.13_ACAT2,Gene transcription,A2,5,A2.5
M13.13,ALG5,1664449,M13.13_ALG5,Gene transcription,A2,5,A2.5
M13.13,ALG8,1685413,M13.13_ALG8,Gene transcription,A2,5,A2.5
M13.13,ARPC5L,2043816,M13.13_ARPC5L,Gene transcription,A2,5,A2.5
M13.13,ATP5A1,1764494,M13.13_ATP5A1,Gene transcription,A2,5,A2.5
M13.13,ATP5C1,1701269,M13.13_ATP5C1,Gene transcription,A2,5,A2.5
M13.13,BOLA2,1810680,M13.13_BOLA2,Gene transcription,A2,5,A2.5
M13.13,BOLA3,1786658,M13.13_BOLA3,Gene transcription,A2,5,A2.5
M13.13,C14ORF166,1696708,M13.13_C14ORF166,Gene transcription,A2,5,A2.5
M13.13,C16ORF33,1801118,M13.13_C16ORF33,Gene transcription,A2,5,A2.5
M13.13,C6ORF129,1651987,M13.13_C6ORF129,Gene transcription,A2,5,A2.5
M13.13,C7ORF24,2101526,M13.13_C7ORF24,Gene transcription,A2,5,A2.5
M13.13,CCDC34,1657547,M13.13_CCDC34,Gene transcription,A2,5,A2.5
M13.13,CCT7,2341793,M13.13_CCT7,Gene transcription,A2,5,A2.5
M13.13,CKS1B,1719256,M13.13_CKS1B,Gene transcription,A2,5,A2.5
M13.13,COMMD1,1761242,M13.13_COMMD1,Gene transcription,A2,5,A2.5
M13.13,COX5A,1704477,M13.13_COX5A,Gene transcription,A2,5,A2.5
M13.13,CUL1,1749629,M13.13_CUL1,Gene transcription,A2,5,A2.5
M13.13,CYCSL1,1663751,M13.13_CYCSL1,Gene transcription,A2,5,A2.5
M13.13,DDX39,1747303,M13.13_DDX39,Gene transcription,A2,5,A2.5
M13.13,DNAJB9,1773742,M13.13_DNAJB9,Gene transcription,A2,5,A2.5
M13.13,HNRNPAB,2335718,M13.13_HNRNPAB,Gene transcription,A2,5,A2.5
M13.13,HNRNPD,1751368,M13.13_HNRNPD,Gene transcription,A2,5,A2.5
M13.13,HNRPA2B1,2369682,M13.13_HNRPA2B1,Gene transcription,A2,5,A2.5
M13.13,HSPE1,1803775,M13.13_HSPE1,Gene transcription,A2,5,A2.5
M13.13,ICT1,2182198,M13.13_ICT1,Gene transcription,A2,5,A2.5
M13.13,LOC134997,2205211,M13.13_LOC134997,Gene transcription,A2,5,A2.5
M13.13,LOC341457,1688127,M13.13_LOC341457,Gene transcription,A2,5,A2.5
M13.13,LOC652595,1702783,M13.13_LOC652595,Gene transcription,A2,5,A2.5
M13.13,LOC653505,1776260,M13.13_LOC653505,Gene transcription,A2,5,A2.5
M13.13,LYAR,1764362,M13.13_LYAR,Gene transcription,A2,5,A2.5
M13.13,MIF,1807074,M13.13_MIF,Gene transcription,A2,5,A2.5
M13.13,MRPL39,1726391,M13.13_MRPL39,Gene transcription,A2,5,A2.5
M13.13,MRPS21,1655765,M13.13_MRPS21,Gene transcription,A2,5,A2.5
M13.13,MRPS28,1718424,M13.13_MRPS28,Gene transcription,A2,5,A2.5
M13.13,MTX2,2306565,M13.13_MTX2,Gene transcription,A2,5,A2.5
M13.13,NDUFA12,1737738,M13.13_NDUFA12,Gene transcription,A2,5,A2.5
M13.13,NDUFAB1,2179018,M13.13_NDUFAB1,Gene transcription,A2,5,A2.5
M13.13,NOL5A,1787628,M13.13_NOL5A,Gene transcription,A2,5,A2.5
M13.13,NOLA1,2412549,M13.13_NOLA1,Gene transcription,A2,5,A2.5
M13.13,NOLA2,2365544,M13.13_NOLA2,Gene transcription,A2,5,A2.5
M13.13,PGRMC2,2195236,M13.13_PGRMC2,Gene transcription,A2,5,A2.5
M13.13,PPA1,1805827,M13.13_PPA1,Gene transcription,A2,5,A2.5
M13.13,PRIM1,2210129,M13.13_PRIM1,Gene transcription,A2,5,A2.5
M13.13,PSMA3,2387553,M13.13_PSMA3,Gene transcription,A2,5,A2.5
M13.13,PSMD14,1737396,M13.13_PSMD14,Gene transcription,A2,5,A2.5
M13.13,RANBP1,1721457,M13.13_RANBP1,Gene transcription,A2,5,A2.5
M13.13,RPA3,1716895,M13.13_RPA3,Gene transcription,A2,5,A2.5
M13.13,RPL26L1,1776586,M13.13_RPL26L1,Gene transcription,A2,5,A2.5
M13.13,SHFM1,2128128,M13.13_SHFM1,Gene transcription,A2,5,A2.5
M13.13,SSB,1672006,M13.13_SSB,Gene transcription,A2,5,A2.5
M13.13,SYNCRIP,1727740,M13.13_SYNCRIP,Gene transcription,A2,5,A2.5
M13.13,TCEB1,1704873,M13.13_TCEB1,Gene transcription,A2,5,A2.5
M13.13,TXNL2,2056479,M13.13_TXNL2,Gene transcription,A2,5,A2.5
M13.13,UCHL3,1660111,M13.13_UCHL3,Gene transcription,A2,5,A2.5
M13.13,UTP11L,2130838,M13.13_UTP11L,Gene transcription,A2,5,A2.5
M13.13,XTP3TPA,1763129,M13.13_XTP3TPA,Gene transcription,A2,5,A2.5
M13.13,YWHAQ,1674385,M13.13_YWHAQ,Gene transcription,A2,5,A2.5
M13.14,AKR1A1,2380771,M13.14_AKR1A1,Proteolysis,A2,23,A2.23
M13.14,ATP1B3,1759628,M13.14_ATP1B3,Proteolysis,A2,23,A2.23
M13.14,C16ORF61,1783333,M13.14_C16ORF61,Proteolysis,A2,23,A2.23
M13.14,C2ORF28,2386016,M13.14_C2ORF28,Proteolysis,A2,23,A2.23
M13.14,CASP3,2388155,M13.14_CASP3,Proteolysis,A2,23,A2.23
M13.14,CBLL1,2073732,M13.14_CBLL1,Proteolysis,A2,23,A2.23
M13.14,CCDC32,1811264,M13.14_CCDC32,Proteolysis,A2,23,A2.23
M13.14,CCDC53,1715569,M13.14_CCDC53,Proteolysis,A2,23,A2.23
M13.14,CCDC59,1662318,M13.14_CCDC59,Proteolysis,A2,23,A2.23
M13.14,CCDC90B,2232166,M13.14_CCDC90B,Proteolysis,A2,23,A2.23
M13.14,CDC16,1727389,M13.14_CDC16,Proteolysis,A2,23,A2.23
M13.14,CISD1,2122953,M13.14_CISD1,Proteolysis,A2,23,A2.23
M13.14,CLDND1,2352563,M13.14_CLDND1,Proteolysis,A2,23,A2.23
M13.14,CNIH,2330112,M13.14_CNIH,Proteolysis,A2,23,A2.23
M13.14,COMMD3,1690392,M13.14_COMMD3,Proteolysis,A2,23,A2.23
M13.14,CPSF3,2087528,M13.14_CPSF3,Proteolysis,A2,23,A2.23
M13.14,CRBN,2225735,M13.14_CRBN,Proteolysis,A2,23,A2.23
M13.14,CWC15,1713482,M13.14_CWC15,Proteolysis,A2,23,A2.23
M13.14,DAP3,1781680,M13.14_DAP3,Proteolysis,A2,23,A2.23
M13.14,DDOST,1734231,M13.14_DDOST,Proteolysis,A2,23,A2.23
M13.14,DHRS4,2185884,M13.14_DHRS4,Proteolysis,A2,23,A2.23
M13.14,DIABLO,2310589,M13.14_DIABLO,Proteolysis,A2,23,A2.23
M13.14,EIF2B4,2356672,M13.14_EIF2B4,Proteolysis,A2,23,A2.23
M13.14,EIF4A3,1667043,M13.14_EIF4A3,Proteolysis,A2,23,A2.23
M13.14,FAM96B,1779813,M13.14_FAM96B,Proteolysis,A2,23,A2.23
M13.14,FIBP,1657797,M13.14_FIBP,Proteolysis,A2,23,A2.23
